feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-2.209871420331881,-1.8002401002101576,-0.04337311556856549,0.2531509183563898,-0.029168703028086718,-1.22418846562421,1.4554094821720291,-1.2475528355481271,0.04961872368686815,1.4690130821157383,1.5181433303044405,1.5180277801813387,0.24125975198256955,-0.1759809488502032,-0.04518552842516206,1.4658671979430853,1.3613955632300918,-4.313422344448655,-2.0471668851634712,0.6977911199663276,1
0.24839088521410502,-2.4109967311058726,-1.7792500861206362,2.935552034177558,-0.9593671769688064,-0.04240260881288638,0.85093692777578,1.7764869740372424,-5.155756890709825,13.97243797458423,-3.8163036661164647,5.958612379507494,1.5778952908017323,2.013577152315764,0.536824683955676,3.638733558601875,-6.318901770651494,-4.389869726254367,1.4166613082979562,0.241246615585626,1
1.318665347543083,2.8493368892878714,-2.22559324077279,-3.193524151465293,-0.11844031697545943,0.7304980516547521,0.7614306240608931,-3.853575410635561,-1.3971930094401395,-1.9947841800947015,0.12911958371323817,4.01891215848897,-0.20077389062567397,2.8966356364177805,-0.9474228950184589,-1.1932335233680438,1.1526185405710543,11.081567981379811,0.24728999957425232,3.3502229690804164,0
2.2178290089446677,2.5512287066887485,-2.6043014734837304,0.6774489156071974,2.6617866754970283,-0.0022494184435294384,-0.5750581961873702,-3.5486539223217126,-1.4042770367657516,-0.4290467456575261,3.5468724434231618,1.9103890010911697,-1.1427128722455646,3.5956502814283366,-0.7312609733270449,-0.2753953583126454,1.6792734833175622,7.026631047557096,-0.9584493812548077,-2.3636873693995297,0
-2.487901145732503,0.23474442568485387,-3.1043342548659734,-0.22628308449660228,-1.0177120195815932,-3.930860358791528,0.5834335691559652,0.02002812079429085,-1.3920038722954866,5.504556971063778,-2.734677187947693,2.051991278300347,-2.4090114569793175,1.3144569310747998,-0.1435246694229566,1.6038441935785093,-0.6385248841943914,-2.5827918388196234,-1.041005218283787,-2.332242232238664,0
-0.48753594826604396,0.9133947409699545,1.2413753293421097,3.177601231034718,-1.1648824551334416,-1.899088825988208,0.5570296224878031,-2.5492101654295327,-1.3719609432628315,-2.884830047194675,3.8978468160927204,-0.38470955960959097,1.1438088394862287,-1.8377473407446003,1.7440102340757326,0.4058627563967536,-2.799566472798132,-9.585033235958935,-1.663689978196383,-3.2039177757426804,0
2.033096979299706,1.1821788077825501,2.969025146621243,-0.24380108922463695,-0.2237920993264404,0.2972929516260161,-1.7961977553345514,-6.240872466642854,-0.7134682672978461,-6.708083515872276,3.800933000269864,-1.4492510062374488,0.45905103869483854,-0.1530731940697233,0.5712830531642964,0.5304633171774281,0.2796349962055925,1.054615015415722,-0.6903381233439047,4.713806182971573,0
-0.70750171610491,-2.7047554322479863,2.4009275288526055,2.7299190138934577,5.373088636576216,-1.6729578798240068,-0.43629019099415695,-2.6389077405944725,-2.505600679161378,3.130947785656442,1.825249863190459,-1.524858686011278,-0.15445897788279406,2.408995218008767,0.3147099423907597,1.2446161562787688,0.13482932013553173,-5.149598376827873,0.26525702358040226,-1.0795581104085301,0
-1.5782525674212304,-5.7203747573170185,-0.5814447974676347,2.796840684676548,2.200185655417914,-0.5562312117971842,0.02915191232501268,6.050186965950873,3.926346093319839,8.265260554486286,2.5057493511414872,0.8142469663862025,-2.778138455474502,1.7407037049513114,-1.0248948993808669,2.575555179746934,-4.267387170750768,-9.697613666347092,0.8634140715616104,-2.6542254875109457,1
3.6380796309124204,2.016601844423948,1.5438633602903407,-2.7196588194509546,3.6631005457476453,-1.4730115607038754,-0.2249195395553516,-8.325627975443739,-1.9955991029815912,-12.31921230984169,-0.46033447549187634,-0.9207795528227234,-1.7330445101497438,-1.4632058136601231,-0.20108793560036814,-3.682358947940201,-2.929375888229217,5.8529223323535735,-0.959850302216295,4.07595807369676,0
0.11405590772887941,-0.4750539923602768,-5.321084150656224,0.9265218057034577,-0.27808783223374944,1.6179417249012409,0.31549680832349175,4.383128154051494,-2.592898143120856,7.226801638843258,-0.8113010331079487,0.42786703086065225,-1.1232147678952518,1.5530837898493979,0.6538645046423779,2.4954539836103087,1.2199689533682228,4.575605369547729,-2.016294310423165,0.11111240942363843,1
-2.3453573626123596,0.3822673268705379,-3.3072322112286647,1.7230913095986207,-3.29641960625836,-2.3060359101775054,-0.44736294916121566,1.2305278112524736,-2.537921661187217,2.5262495505519844,-0.16880244511614262,2.90811858564145,1.1050489856665962,-1.620377346459855,0.8520150349084945,1.562662466740178,-2.787769353400261,-6.739078372695246,-2.567435909739,-0.08048572677385812,0
0.08250954537163868,-0.49463895005721614,-0.26865596819353155,-1.6326704543098631,0.1028520751688562,-2.22079170701814,1.1285457775311865,-2.248150922091985,-0.3727712300769823,0.638541944128721,-4.19052005687313,0.7962666710089724,-0.18074529468429112,-0.6977695383177338,0.11088050289283735,0.07722912236529633,2.1478987030403855,1.6023488469326619,1.1418965369680099,0.8872332302102844,0
-0.5024534971251646,-3.4978657155815287,0.7637877757242192,3.2273718120025876,0.44524157507492423,-1.5986172491491448,-0.5142689715706409,1.8605876676498956,0.16035201651834996,7.185836135458834,1.4564992905741847,-0.15233207390657322,1.6089233699767105,1.4759377206172313,0.8998294961329573,2.416604500106539,-0.3594791696229571,-8.971716714711294,-0.11853423402886418,-5.302441237728369,1
